testplan,testset,model,correct,correct_answer,answer,question
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v2/aggs/ticker/AMZN/range/1/minute/2023-10-01/2023-10-01""}","{""answer"": ""/v2/aggs/ticker/AMZN/range/1/minute/2023-10-01/2023-10-01""}","What endpoint provides 1 minute intraday historical prices for Amazon (AMZN)? Use October 1, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v2/aggs/ticker/AMZN/range/1/minute/2023-10-01/2023-10-01""}","{""answer"": ""/v2/aggs/ticker/AMZN/range/1/minute/2023-10-01/2023-10-01""}","What endpoint provides 1 minute intraday historical prices for Amazon (AMZN)? Use October 1, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v2/aggs/ticker/AMZN/range/1/minute/2023-10-01/2023-10-01""}","{""answer"": ""/v2/aggs/ticker/AMZN/range/1/minute/2023-10-01/2023-10-01""}","What endpoint provides 1 minute intraday historical prices for Amazon (AMZN)? Use October 1, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/NASDAQ/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/NQ=f/range/1/day/2023-10-02/2023-10-02""}","What endpoint provides access to pre-market trading data for the NASDAQ Composite Index? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/NASDAQ/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/NDAQ/range/1/day/2023-10-02/2023-10-02""}","What endpoint provides access to pre-market trading data for the NASDAQ Composite Index? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/NASDAQ/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/NQ=f/range/1/day/2023-10-02/2023-10-02""}","What endpoint provides access to pre-market trading data for the NASDAQ Composite Index? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/NASDAQ/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/NQ=f/range/1/day/2023-10-02/2023-10-02""}","What endpoint provides access to pre-market trading data for the NASDAQ Composite Index? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/NASDAQ/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/NDAQ/range/1/day/2023-10-02/2023-10-02""}","What endpoint provides access to pre-market trading data for the NASDAQ Composite Index? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/financials/ratios/MSFT""}","{""answer"": ""/v3/reference/financials/ratios/MSFT""}",What endpoint provides detailed financial ratios for Microsoft (MSFT)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/NASDAQ/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/NQ/range/1/day/2023-10-02/2023-10-02""}","What endpoint provides access to pre-market trading data for the NASDAQ Composite Index? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/NASDAQ/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/NDAQ/range/1/day/2023-10-02/2023-10-02""}","What endpoint provides access to pre-market trading data for the NASDAQ Composite Index? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/NASDAQ/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/NDAQ/range/1/day/2023-10-02/2023-10-02""}","What endpoint provides access to pre-market trading data for the NASDAQ Composite Index? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/NASDAQ/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/NQ=f/range/1/day/2023-10-02/2023-10-02""}","What endpoint provides access to pre-market trading data for the NASDAQ Composite Index? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/NASDAQ/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/NQ=f/range/1/day/2023-10-02/2023-10-02""}","What endpoint provides access to pre-market trading data for the NASDAQ Composite Index? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/NASDAQ/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/NDAQ/range/1/day/2023-10-02/2023-10-02""}","What endpoint provides access to pre-market trading data for the NASDAQ Composite Index? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/NASDAQ/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/NQ=f/range/1/day/2023-10-02/2023-10-02""}","What endpoint provides access to pre-market trading data for the NASDAQ Composite Index? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/NASDAQ/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/NQ=f/range/1/day/2023-10-02/2023-10-02""}","What endpoint provides access to pre-market trading data for the NASDAQ Composite Index? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/NASDAQ/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/NQ/range/1/day/2023-10-02/2023-10-02""}","What endpoint provides access to pre-market trading data for the NASDAQ Composite Index? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/NASDAQ/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/NQ=f/range/1/day/2023-10-02/2023-10-02""}","What endpoint provides access to pre-market trading data for the NASDAQ Composite Index? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/NASDAQ/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/NDAQ/range/1/day/2023-10-02/2023-10-02""}","What endpoint provides access to pre-market trading data for the NASDAQ Composite Index? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/NASDAQ/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/NDAQ/range/1/day/2023-10-02/2023-10-02""}","What endpoint provides access to pre-market trading data for the NASDAQ Composite Index? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/NASDAQ/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/NDAQ/range/1/day/2023-10-02/2023-10-02""}","What endpoint provides access to pre-market trading data for the NASDAQ Composite Index? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/NASDAQ/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/NDAQ/range/1/day/2023-10-02/2023-10-02""}","What endpoint provides access to pre-market trading data for the NASDAQ Composite Index? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/NASDAQ/range/1/day/2023-10-02/2023-10-02""}","{""answer"": ""/v2/aggs/ticker/NDAQ/range/1/day/2023-10-02/2023-10-02""}","What endpoint provides access to pre-market trading data for the NASDAQ Composite Index? Use October 2, 2023 as the date."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/financials/ratios/MSFT""}","{""answer"": ""/v3/reference/financials/ratios/MSFT""}",What endpoint provides detailed financial ratios for Microsoft (MSFT)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/financials/ratios/MSFT""}","{""answer"": ""/v3/reference/financials/ratios/MSFT""}",What endpoint provides detailed financial ratios for Microsoft (MSFT)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/financials/ratios/MSFT""}","{""answer"": ""/v3/reference/financials/ratios/MSFT""}",What endpoint provides detailed financial ratios for Microsoft (MSFT)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/financials/ratios/MSFT""}","{""answer"": ""/v3/reference/financials/ratios/MSFT""}",What endpoint provides detailed financial ratios for Microsoft (MSFT)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/financials/ratios/MSFT""}","{""answer"": ""/v3/reference/financials/ratios/MSFT""}",What endpoint provides detailed financial ratios for Microsoft (MSFT)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/financials/ratios/MSFT""}","{""answer"": ""/v3/reference/financials/ratios/MSFT""}",What endpoint provides detailed financial ratios for Microsoft (MSFT)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/financials/ratios/MSFT""}","{""answer"": ""/v3/reference/financials/ratios/MSFT""}",What endpoint provides detailed financial ratios for Microsoft (MSFT)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/financials/ratios/MSFT""}","{""answer"": ""/v3/reference/financials/ratios/MSFT""}",What endpoint provides detailed financial ratios for Microsoft (MSFT)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/financials/ratios/MSFT""}","{""answer"": ""/v3/reference/financials/ratios/MSFT""}",What endpoint provides detailed financial ratios for Microsoft (MSFT)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/financials/ratios/MSFT""}","{""answer"": ""/v3/reference/financials/ratios/MSFT""}",What endpoint provides detailed financial ratios for Microsoft (MSFT)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/financials/ratios/MSFT""}","{""answer"": ""/v3/reference/financials/ratios/MSFT""}",What endpoint provides detailed financial ratios for Microsoft (MSFT)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/financials/ratios/MSFT""}","{""answer"": ""/v3/reference/financials/ratios/MSFT""}",What endpoint provides detailed financial ratios for Microsoft (MSFT)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/financials/ratios/MSFT""}","{""answer"": ""/v3/reference/financials/ratios/MSFT""}",What endpoint provides detailed financial ratios for Microsoft (MSFT)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/financials/ratios/MSFT""}","{""answer"": ""/v3/reference/financials/ratios/MSFT""}",What endpoint provides detailed financial ratios for Microsoft (MSFT)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/financials/ratios/MSFT""}","{""answer"": ""/v3/reference/financials/ratios/MSFT""}",What endpoint provides detailed financial ratios for Microsoft (MSFT)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/financials/ratios/MSFT""}","{""answer"": ""/v3/reference/financials/ratios/MSFT""}",What endpoint provides detailed financial ratios for Microsoft (MSFT)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/financials/ratios/MSFT""}","{""answer"": ""/v3/reference/financials/ratios/MSFT""}",What endpoint provides detailed financial ratios for Microsoft (MSFT)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/financials/ratios/MSFT""}","{""answer"": ""/v3/reference/financials/ratios/MSFT""}",What endpoint provides detailed financial ratios for Microsoft (MSFT)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/financials/ratios/MSFT""}","{""answer"": ""/v3/reference/financials/ratios/MSFT""}",What endpoint provides detailed financial ratios for Microsoft (MSFT)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-3-31""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-03-31""}","What endpoint provides the year-to-date performance data for the S&P 500 ETF (SPY)? Use March 31, 2024 as today."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-3-31""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-03-31""}","What endpoint provides the year-to-date performance data for the S&P 500 ETF (SPY)? Use March 31, 2024 as today."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-3-31""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-03-31""}","What endpoint provides the year-to-date performance data for the S&P 500 ETF (SPY)? Use March 31, 2024 as today."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-3-31""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-03-31""}","What endpoint provides the year-to-date performance data for the S&P 500 ETF (SPY)? Use March 31, 2024 as today."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-3-31""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-03-31""}","What endpoint provides the year-to-date performance data for the S&P 500 ETF (SPY)? Use March 31, 2024 as today."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-3-31""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-03-31""}","What endpoint provides the year-to-date performance data for the S&P 500 ETF (SPY)? Use March 31, 2024 as today."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-3-31""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-03-31""}","What endpoint provides the year-to-date performance data for the S&P 500 ETF (SPY)? Use March 31, 2024 as today."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-3-31""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-03-31""}","What endpoint provides the year-to-date performance data for the S&P 500 ETF (SPY)? Use March 31, 2024 as today."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-3-31""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-03-31""}","What endpoint provides the year-to-date performance data for the S&P 500 ETF (SPY)? Use March 31, 2024 as today."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-3-31""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-03-31""}","What endpoint provides the year-to-date performance data for the S&P 500 ETF (SPY)? Use March 31, 2024 as today."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-3-31""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-03-31""}","What endpoint provides the year-to-date performance data for the S&P 500 ETF (SPY)? Use March 31, 2024 as today."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-3-31""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-03-31""}","What endpoint provides the year-to-date performance data for the S&P 500 ETF (SPY)? Use March 31, 2024 as today."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-3-31""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-03-31""}","What endpoint provides the year-to-date performance data for the S&P 500 ETF (SPY)? Use March 31, 2024 as today."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-3-31""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-03-31""}","What endpoint provides the year-to-date performance data for the S&P 500 ETF (SPY)? Use March 31, 2024 as today."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-3-31""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-03-31""}","What endpoint provides the year-to-date performance data for the S&P 500 ETF (SPY)? Use March 31, 2024 as today."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-3-31""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-03-31""}","What endpoint provides the year-to-date performance data for the S&P 500 ETF (SPY)? Use March 31, 2024 as today."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-3-31""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-03-31""}","What endpoint provides the year-to-date performance data for the S&P 500 ETF (SPY)? Use March 31, 2024 as today."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-3-31""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-03-31""}","What endpoint provides the year-to-date performance data for the S&P 500 ETF (SPY)? Use March 31, 2024 as today."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-3-31""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-03-31""}","What endpoint provides the year-to-date performance data for the S&P 500 ETF (SPY)? Use March 31, 2024 as today."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-3-31""}","{""answer"": ""/v2/aggs/ticker/SPY/range/1/day/2024-01-01/2024-03-31""}","What endpoint provides the year-to-date performance data for the S&P 500 ETF (SPY)? Use March 31, 2024 as today."
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/options/TSLA""}","{""answer"": ""/v3/reference/options/TSLA""}",What is the correct endpoint to obtain the most recent options data for Tesla (TSLA)?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials/AMZN?period=quarter&timespan=quarter&limit=1""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials/AMZN?timespan=quarter&multiplier=1""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials/AMZN?timespan=quarter&limit=1""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,True,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials/AMZN""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials/AMZN?period=quarter&timespan=quarter""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
Polygon.io endpoint generation Q&A,Polyg-1,llama3.1:405b-instruct-q2_K,False,"{""answer"": ""/v3/reference/financials/AMZN""}","{""answer"": ""/v3/reference/financials/AMZN?period=quarter&limit=1""}",Where can you access earnings data for Amazon (AMZN) from the last quarter?
